"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3220000","3220000-114-2021-00005","20210614","","01","영업/정상","01","영업","","","","","","577.50","135753","서울특별시 강남구 역삼동 833-2 성보역삼빌딩 ","서울특별시 강남구 역삼로 120, 성보역삼빌딩 지상1층 (역삼동)","06251","(주)럭키엠케이유(럭키할인마트역삼점)","2021-06-14 11:13:37","I","2021-06-16 00:22:54.0","기타식품판매업","202823.741194844    ","443484.343213235    ","기타식품판매업","","","","","","","","","","","자가","","","N","577.5","","",""
"3220000","3220000-114-2021-00006","20210623","","01","영업/정상","01","영업","","","","","02  445 1531","965.30","135944","서울특별시 강남구 일원동 615-1 기호빌딩 ","서울특별시 강남구 일원로 28, 기호빌딩 지하1층 (일원동)","06337","웰빙마트","2021-06-23 15:07:25","I","2021-06-26 00:22:54.0","기타식품판매업","206943.899783065    ","443232.721306979    ","기타식품판매업","","","","","","","","","","","자가","","","N","965.3","","",""
"3220000","3220000-114-2020-00001","20200907","","01","영업/정상","01","영업","","","","","02  514 6911","513.38","135508","서울특별시 강남구 삼성동 20-5 ","서울특별시 강남구 삼성로119길 8, 지하1층 B101호 (삼성동)","06091","킹마트","2020-09-07 15:52:03","I","2020-09-09 00:23:12.0","기타식품판매업","204406.674791479    ","446003.073066593    ","기타식품판매업","","","","","","","","","","","자가","","","N","513.38","","",""
"3220000","3220000-114-2021-00003","20210226","","01","영업/정상","01","영업","","","","","","1,109.73","135501","서울특별시 강남구 대치동 990 ","서울특별시 강남구 도곡로 516, 지하1층 3,4호 (대치동)","06282","진로마트","2021-02-26 15:24:27","I","2021-02-28 00:23:01.0","기타식품판매업","205509.966459072    ","444112.266997421    ","기타식품판매업","","","","","","","","","","","자가","","","N","1109.73","","",""
"3220000","3220000-114-2013-00001","20130205","","03","폐업","02","폐업","20190308","","","","02  560 2971","637.37","135513","서울특별시 강남구 역삼동 701 ","서울특별시 강남구 언주로 508, 지하1층 (역삼동, 서울상록회관)","06152","상록마트(주)","2019-09-24 16:39:23","U","2019-09-26 02:40:00.0","기타식품판매업","203746.537598441    ","444628.07813453     ","기타식품판매업","","","","","","","","","","","자가","","","N","637.37","","",""
"3220000","3220000-114-2013-00002","20130214","","03","폐업","02","폐업","20150625","","","","","360.00","135545","서울특별시 강남구 논현동 203-1 ","서울특별시 강남구 봉은사로 129, 지상1층 (논현동)","06121","(주)더할인마트","2013-02-14 14:43:23","I","2018-08-31 23:59:59.0","기타식품판매업","202425.73           ","444852.88           ","기타식품판매업","","","","","","","","","","","임대","","","N","360","","",""
"3220000","3220000-114-2003-00002","20030814","","03","폐업","02","폐업","20190923","","","","5393636","453.74","135501","서울특별시 강남구 대치동 994-1 지상1층 ","서울특별시 강남구 영동대로 231 (대치동,지상1층)","06283","(주)올가홀푸드","2019-09-23 17:44:11","U","2019-09-25 02:40:00.0","기타식품판매업","205883.780928163    ","444177.189945877    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3220000","3220000-114-1996-00998","19960624","","03","폐업","02","폐업","20010426","","","","02 4400783","542.27","135501","서울특별시 강남구 대치동 990-4 ","","","(주)해태유통대치영업소","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3220000","3220000-114-1996-00999","19960624","","03","폐업","02","폐업","20011218","","","","02 4400783","507.91","135838","서울특별시 강남구 대치동 623 지하1층 ","","","(주)해태유통청실영업소","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205209.747122636    ","443490.817333221    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3220000","3220000-114-1996-01001","19960624","","03","폐업","02","폐업","20070330","","","","02 5633160","513.84","135835","서울특별시 강남구 대치동 316 지하1층 ","","","해태마트은마점","2006-08-08 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205707.089399978    ","443914.194133105    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3220000","3220000-114-2021-00004","20210614","","03","폐업","02","폐업","20220624","","","","","1,093.69","135824","서울특별시 강남구 논현동 152-5 논현동대우아이빌 힐타운","서울특별시 강남구 논현로 641, 논현동대우아이빌 힐타운 지상1층 (논현동)","06116","(주)럭키엠케이유(럭키할인마트논현점)","2022-06-24 14:58:10","U","2021-12-05 22:06:00.0","기타식품판매업","202740.29","445405.185","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-114-2021-00002","20210201","","01","영업/정상","01","영업","","","","","02  568 5239","502.63","135840","서울특별시 강남구 대치동 895-1 가리온","서울특별시 강남구 삼성로85길 39, 가리온 지하1층 1~5호,8호 (대치동)","06196","강남홈앤유통","2022-12-23 14:57:00","U","2021-11-01 22:05:00.0","기타식품판매업","204715.145338271","444672.590689929","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-114-2021-00008","20210913","","01","영업/정상","01","영업","","","","","","372.25","135230","서울특별시 강남구 일원동 611-1 디에이치 자이 개포","서울특별시 강남구 영동대로 22, 지하2층 S2B2-0201호 (일원동, 디에이치 자이 개포)","06346","GS더프레시 디에이치자이점","2022-08-10 14:47:45","U","2021-12-07 23:03:00.0","기타식품판매업","206573.754160174","443191.503619469","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-114-1996-01005","19960704","","03","폐업","02","폐업","20000327","","","","02 5742234","","135958","서울특별시 강남구 청담동 134-20 삼익상가 지하1층 ","","","엘지수퍼","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205034.15838707     ","446675.932361885    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1996-01010","19960704","","03","폐업","02","폐업","20010209","","","","02 5190960","","135899","서울특별시 강남구 압구정동 415 ","","","거평마트영동점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","201667.786866215    ","446941.563339336    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1996-01011","19960712","","03","폐업","02","폐업","20021023","","","","0234111632","","135945","서울특별시 강남구 일원동 647 ","","","익산유통(주)","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","207614.091005038    ","443297.031452896    ","기타식품판매업","","","","","","","6","0","0","0","","","","N","0","","",""
"3220000","3220000-114-1996-01012","19960712","","03","폐업","02","폐업","20170530","","","","02 4453825","2,207.94","135230","서울특별시 강남구 일원동 613 ","서울특별시 강남구 영동대로4길 7 (일원동)","","(주)세이러스개포지사","2017-05-30 15:51:47","I","2018-08-31 23:59:59.0","기타식품판매업","206530.339033181    ","443020.459854502    ","기타식품판매업","","","","","","","15","0","0","0","","","","N","2207.94","","",""
"3220000","3220000-114-2019-00002","20190925","","03","폐업","02","폐업","20210226","","","","02  556 0119","561.00","135501","서울특별시 강남구 대치동 990 ","서울특별시 강남구 도곡로 516, 지하1층 3,4호 (대치동)","06282","주식회사 오로지마트 대치점","2021-02-26 15:06:42","U","2021-02-28 02:40:00.0","기타식품판매업","205509.966459072    ","444112.266997421    ","기타식품판매업","","","","","","","","","","","자가","","","N","561","","",""
"3220000","3220000-114-2014-00001","20140121","","03","폐업","02","폐업","20170223","","","","02  26661245","357.19","135190","서울특별시 강남구 세곡동 281-4 한터이마트에브리데이세곡점(109,110,111,112,113,114호) ","서울특별시 강남구 헌릉로 569, 109,110,111,1112,113,114호 (세곡동, 한터이마트에브리데이세곡점)","06376","한터이마트에브리데이세곡점","2014-01-21 14:59:32","I","2018-08-31 23:59:59.0","기타식품판매업","208955.31827000000  ","440707.89076200000  ","기타식품판매업","","","","","","","","","","","임대","","","N","357.19","","",""
"3220000","3220000-114-2015-00001","20151224","","03","폐업","02","폐업","20181010","","","","02  22905600","347.77","135840","서울특별시 강남구 대치동 891-44 ","서울특별시 강남구 테헤란로78길 16, 2층 (대치동, 노벨빌딩)","06194","롯데쇼핑(주)롯데슈퍼 대치2점","2018-10-10 16:37:23","U","2018-10-10 23:59:59.0","기타식품판매업","204828.002550249    ","444777.618635215    ","기타식품판매업","","","","","","","","","","","자가","","","N","347.77","","",""
"3220000","3220000-114-2016-00001","20160114","","03","폐업","02","폐업","20160415","","","","0234480339","47.00","135888","서울특별시 강남구 신사동 532-2 ","서울특별시 강남구 압구정로10길 11, 2층 202호 (신사동)","06028","스패드 앤 마리오 마켓","2016-01-14 11:59:15","I","2018-08-31 23:59:59.0","기타식품판매업","201874.279734618    ","446735.053982147    ","기타식품판매업","","","","","","","","","","","임대","","","N","47","","",""
"3220000","3220000-114-2016-00002","20160311","","03","폐업","02","폐업","20170206","","","","","33.00","135927","서울특별시 강남구 역삼동 761-18 ","서울특별시 강남구 언주로 314, 지하1층 110-2호 (역삼동, 강남프라자)","06219","신동아반찬","2016-03-11 10:43:11","I","2018-08-31 23:59:59.0","기타식품판매업","204056.199691995    ","443750.88453048     ","기타식품판매업","","","","","","","","","","","자가","","","N","33","","",""
"3220000","3220000-114-2008-00001","20080114","","03","폐업","02","폐업","20130905","","","","02  516 8677","343.93","135914","서울특별시 강남구 역삼동 668-14 지상1층 ","서울특별시 강남구 논현로 514 (역삼동,지상1층)","06140","씨티후레쉬마트","2010-04-13 13:54:06","I","2018-08-31 23:59:59.0","기타식품판매업","203152.980823741    ","444481.260908561    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3220000","3220000-114-2008-00002","20080328","","03","폐업","02","폐업","20181112","","","","5425579","686.13","135822","서울특별시 강남구 논현동 123-11 지하1층 ","서울특별시 강남구 학동로6길 19 (논현동,지하1층)","06111","신화마트","2018-11-12 14:53:51","U","2018-11-14 02:36:33.0","기타식품판매업","202104.75126126     ","445385.946956151    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3220000","3220000-114-2008-00003","20080421","","03","폐업","02","폐업","20140422","","","","02  20367064","347.00","135839","서울특별시 강남구 대치동 890-38 지상1층 ","서울특별시 강남구 테헤란로70길 16 (대치동,지상1층)","06193","(주)지에스리테일대치점","2008-04-21 16:37:02","I","2018-08-31 23:59:59.0","기타식품판매업","204647.421249695    ","444687.506114255    ","기타식품판매업","","","","","상수도전용","","","","","","임대","","","N","0","","",""
"3220000","3220000-114-2009-00001","20090323","","03","폐업","02","폐업","20160928","","","","02  21387230","755.60","135820","서울특별시 강남구 논현동 108-0 논현웰스톤B201호 ","서울특별시 강남구 학동로43길 38 (논현동,논현웰스톤B201호)","06059","(주)지에스리테일논현점","2016-01-29 12:51:55","I","2018-08-31 23:59:59.0","기타식품판매업","203292.307005445    ","446247.511537864    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3220000","3220000-114-2008-00005","20080924","","03","폐업","02","폐업","20210907","","","","","422.59","135849","서울특별시 강남구 대치동 987-14 지상1층 ","서울특별시 강남구 도곡로 515 (대치동,지상1층)","06190","롯데쇼핑(주)롯데슈퍼대치점","2021-09-07 14:42:24","U","2021-09-09 02:40:00.0","기타식품판매업","205470.119080243    ","444182.363408276    ","기타식품판매업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","",""
"3220000","3220000-114-2017-00004","20170307","","03","폐업","02","폐업","20201215","","","","02  529 8544","313.00","135806","서울특별시 강남구 개포동 649 ","서울특별시 강남구 언주로 110, 지하1층 비01~06호 (개포동, 경남상가)","06317","홈플러스익스프레스개포2점","2020-12-15 17:00:06","U","2020-12-17 02:40:00.0","기타식품판매업","204721.620225941    ","442481.518031817    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3220000","3220000-114-2013-00004","20130716","","03","폐업","02","폐업","20210514","","","","02  34536110","368.45","135501","서울특별시 강남구 대치동 994-3 지상1층 ","서울특별시 강남구 영동대로 229, 지상1층 (대치동)","06283","(주)농업법인쿱스토어 강남대치점","2021-05-14 14:37:55","U","2021-05-16 02:40:00.0","기타식품판매업","205896.429061364    ","444153.412363452    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3220000","3220000-114-1996-01013","19960814","","03","폐업","02","폐업","19990903","","","","02 5797001","","135860","서울특별시 강남구 도곡동 956 ","","","해태유통양재영업소","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203168.514987745    ","442571.353540843    ","기타식품판매업","","","","","","","7","0","0","0","","","","N","0","","",""
"3220000","3220000-114-2007-00001","20070417","","03","폐업","02","폐업","20180713","","","","02 5786300","749.12","135810","서울특별시 강남구 개포동 660-4 ","서울특별시 강남구 개포로 310, 에이동 지하1층 (개포동)","06321","롯데슈퍼(주)개포점","2018-07-13 15:16:06","I","2018-08-31 23:59:59.0","기타식품판매업","205091.275107039    ","442060.820705342    ","기타식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","",""
"3220000","3220000-114-2000-01424","20000418","","03","폐업","02","폐업","20170208","","","","02 5737311","427.80","135802","서울특별시 강남구 개포동 167-7 개포B/D지하 ","서울특별시 강남구 선릉로 30 (개포동,개포B/D지하)","06325","(주)하은마트","2017-03-20 10:48:58","I","2018-08-31 23:59:59.0","기타식품판매업","205329.57           ","442266.665          ","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2021-00007","20210722","","03","폐업","02","폐업","20211012","","","","02  5623881","910.44","135835","서울특별시 강남구 대치동 316 ","서울특별시 강남구 삼성로 212-2, 편의동 103호 (대치동)","06284","(주)한두레마트","2021-10-12 10:01:17","U","2021-10-14 02:40:00.0","기타식품판매업","205707.089399978    ","443914.194133105    ","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","910.44","","",""
"3220000","3220000-114-2021-00001","20210111","","03","폐업","02","폐업","20210930","","","","02  61066078","350.37","135927","서울특별시 강남구 역삼동 766-25 ","서울특별시 강남구 도곡로 319, 지하1층 (역삼동)","06218","요마트도곡점","2021-09-30 14:47:13","U","2021-10-02 02:40:00.0","기타식품판매업","204427.425961201    ","443741.122543068    ","기타식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","350.37","","",""
"3220000","3220000-114-2019-00001","20190218","","03","폐업","02","폐업","20191226","","","","02  518 5229","936.58","135820","서울특별시 강남구 논현동 108 논현웰스톤 ","서울특별시 강남구 학동로43길 38, 지하2층 B201호 (논현동, 논현웰스톤)","06059","강남홈앤유통","2019-12-26 11:56:06","U","2019-12-28 02:40:00.0","기타식품판매업","203292.307005445    ","446247.511537864    ","기타식품판매업","","","","","","","","","","","자가","","","N","936.58","","",""
"3220000","3220000-114-2002-00003","20020813","","03","폐업","02","폐업","20070424","","","","34632907","516.43","135860","서울특별시 강남구 도곡동 956-0 지층 ","","","(주)로얄할인마트","2005-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203168.514987745    ","442571.353540843    ","기타식품판매업","","","","","","","0","0","0","0","임대","0","0","N","0","","",""
"3220000","3220000-114-2002-00004","20020917","","03","폐업","02","폐업","20050603","","","","34452525","465.34","135820","서울특별시 강남구 논현동 111-13 지상1층 ","","","(주)노벨마트","2002-09-17 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203489.992662935    ","446195.189237957    ","기타식품판매업","","","","","","","0","0","0","0","자가","0","0","N","0","","",""
"3220000","3220000-114-2011-00002","20111205","","03","폐업","02","폐업","20190715","","","","02  22495249","770.36","135939","서울특별시 강남구 개포동 13-3 ","서울특별시 강남구 개포로 623, 지하1층 134호 (개포동, 대청타워)","06336","대청홈마트","2019-07-17 18:01:58","U","2019-07-19 02:40:00.0","기타식품판매업","206970.919291372    ","443574.411625824    ","기타식품판매업","","","","","","","","","","","자가","","","N","770.36","","",""
"3220000","3220000-114-2011-00003","20111221","","03","폐업","02","폐업","20131002","","","","02  544 4777","460.00","135545","서울특별시 강남구 논현동 203-1 거평타운 1층 101호","서울특별시 강남구 봉은사로 129, 지상1층 101호 (논현동, 거평타운)","06121","더 할인마트","2013-10-07 09:35:53","I","2018-08-31 23:59:59.0","기타식품판매업","202425.73           ","444852.88           ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2012-00001","20120222","","03","폐업","02","폐업","20141010","","","","","424.31","135836","서울특별시 강남구 대치동 507-2 대치퍼스트지하1층 121~124호","서울특별시 강남구 삼성로 155, 지하1층 121~124호 (대치동, 대치퍼스트)","06291","홈플러스익스프레스 대치역점","2013-05-27 11:21:38","I","2018-08-31 23:59:59.0","기타식품판매업","205496.329962005    ","443515.70221107     ","기타식품판매업","","","","","","","","","","","임대","","","N","424.31","","",""
"3220000","3220000-114-1996-01014","19961221","","03","폐업","02","폐업","20020222","","","","02 5735719","","135806","서울특별시 강남구 개포동 649 ","","","(주)경남유통개포지점","2002-04-08 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","204721.620225941    ","442481.518031817    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1997-00002","19970308","","03","폐업","02","폐업","20031126","","","","02 5531462","","135916","서울특별시 강남구 역삼동 680 ","","","(주)메가마트","2002-08-03 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203420.705381847    ","445162.410774593    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1997-00001","19970521","","03","폐업","02","폐업","20041022","","","","02","","135230","서울특별시 강남구 일원동 1-1 석탑프라자 지하1층 ","","","두진유통","2003-12-22 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","208485.334942499    ","443660.153227648    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1997-00004","19970823","","03","폐업","02","폐업","20030304","","","","0234137000","","135820","서울특별시 강남구 논현동 111-13 ","","","(주)뉴미니클레프","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203489.992662935    ","446195.189237957    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1997-00003","19970826","","03","폐업","02","폐업","20090109","","","","02 5743600","","135270","서울특별시 강남구 도곡동 464 지하1층 ","","","재능스스로마트","2008-12-02 11:45:12","I","2018-08-31 23:59:59.0","기타식품판매업","204254.782968629    ","442744.847670936    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1999-00193","19990507","","03","폐업","02","폐업","20130205","","","","02 5602024","637.37","135513","서울특별시 강남구 역삼동 701 지하1층 ","서울특별시 강남구 언주로 508 (역삼동,지하1층)","06152","상록플라자(주)","2008-04-25 16:55:31","I","2018-08-31 23:59:59.0","기타식품판매업","203746.537598441    ","444628.07813453     ","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1999-01234","19990902","","03","폐업","02","폐업","20021023","","","","0234111632","679.40","135945","서울특별시 강남구 일원동 647 ","","","(주)한성유통","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","207614.091005038    ","443297.031452896    ","기타식품판매업","0","0","기타","기타","상수도전용","","","","","","","","","N","0","","",""
"3220000","3220000-114-2000-01371","20000327","","03","폐업","02","폐업","20160531","","","","02 5769000","525.00","135808","서울특별시 강남구 개포동 656 시영상가 지하1층 ","서울특별시 강남구 언주로 21 (개포동,시영상가 지하1층)","06310","럭키슈퍼마트","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","204721.445761221    ","441815.822474066    ","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2016-00006","20160707","","03","폐업","02","폐업","20190925","","","","02  508 4667","484.70","135841","서울특별시 강남구 대치동 905-11 ","서울특별시 강남구 역삼로 435, 1,2층 (대치동)","06196","에스엠 할인마트","2019-09-25 10:36:04","U","2019-09-27 02:40:00.0","기타식품판매업","204755.229635564    ","444423.572246904    ","기타식품판매업","","","","","","","","","","","자가","","","N","484.7","","",""
"3220000","3220000-114-2009-00003","20090929","","03","폐업","02","폐업","20200522","","","","02  22095735","437.93","135270","서울특별시 강남구 도곡동 464-0 지하1층 ","서울특별시 강남구 언주로 123 (도곡동,지하1층)","06298","롯데쇼핑(주)롯데슈퍼점","2020-05-22 10:17:29","U","2020-05-24 02:40:00.0","기타식품판매업","204254.782968629    ","442744.847670936    ","기타식품판매업","","","","","","","","","","","자가","","","N","0","","",""
"3220000","3220000-114-2010-00001","20100611","","03","폐업","02","폐업","20170807","","","","02  22905735","611.60","135569","서울특별시 강남구 역삼동 834-34 ","서울특별시 강남구 역삼로8길 15 (역삼동)","06250","롯데쇼핑(주)롯데슈퍼 역삼1동점","2017-08-07 14:26:16","I","2018-08-31 23:59:59.0","기타식품판매업","202957.286742981    ","443437.682541522    ","기타식품판매업","","","","","","","","","","","자가","","","N","611.6","","",""
"3220000","3220000-114-1996-01015","19961114","","03","폐업","02","폐업","20020924","","","","02 5660081","","135840","서울특별시 강남구 대치동 898-11 ","","","문화통상","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","204408.512379674    ","444374.151300863    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1990-00133","19900331","","03","폐업","02","폐업","19970424","","","","","","135820","서울특별시 강남구 논현동 119 ","","","나산백화점강남지점","2001-09-26 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","203522.611749323    ","446136.224971923    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2016-00007","20160810","","03","폐업","02","폐업","20170410","","","","","328.45","135815","서울특별시 강남구 논현동 42-6 ","서울특별시 강남구 학동로17길 13, 지하1층 B101호 (논현동)","06045","하모니마트 논현점","2017-04-10 12:08:39","I","2018-08-31 23:59:59.0","기타식품판매업","202231.062114466    ","445704.73611171     ","기타식품판매업","","","","","","","","","","","자가","","","N","328.45","","",""
"3220000","3220000-114-2016-00008","20160823","","03","폐업","02","폐업","20180302","","","","02 5695807","924.00","135930","서울특별시 강남구 역삼동 796-29 ","서울특별시 강남구 논현로63길 16, 지층 (역삼동)","06257","(주)제이씨마트","2018-03-02 16:02:31","I","2018-08-31 23:59:59.0","기타식품판매업","203389.562748068    ","443422.779316247    ","기타식품판매업","","","","","","","","","","","자가","","","N","924","","",""
"3220000","3220000-114-2016-00009","20161011","","03","폐업","02","폐업","20190308","","","","02 5112988","992.68","135820","서울특별시 강남구 논현동 108 ","서울특별시 강남구 학동로43길 38, 지하2층 B201호 (논현동, 논현웰스톤)","06059","더월드오션주식회사","2019-09-24 16:45:07","U","2019-09-26 02:40:00.0","기타식품판매업","203292.307005445    ","446247.511537864    ","기타식품판매업","","","","","","","","","","","자가","","","N","992.68","","",""
"3220000","3220000-114-2000-01565","20000621","","03","폐업","02","폐업","20190221","","","","0220519373","687.00","135838","서울특별시 강남구 대치동 626 지하1층 1,6호 ","서울특별시 강남구 남부순환로 2917 (대치동,지하1층 1,6호)","06280","롯데쇼핑(주)롯데슈퍼 대치청실점","2019-02-21 15:52:54","U","2019-02-23 02:40:00.0","기타식품판매업","205154.638096613    ","443439.981644506    ","기타식품판매업","0","0","기타","기타","","","0","0","0","0","","","","N","0","","",""
"3220000","3220000-114-2002-00001","20020326","","03","폐업","02","폐업","20161221","","","","02 4451531","653.40","135944","서울특별시 강남구 일원동 615-1 지하1층 ","서울특별시 강남구 개포로110길 43, 지하1층 (일원동)","06337","(주)지에스리테일 GS수퍼 강남일원점","2016-01-22 16:51:05","I","2018-08-31 23:59:59.0","기타식품판매업","206943.899783065    ","443232.721306979    ","기타식품판매업","","","","","상수도전용","","0","0","0","0","임대","0","0","N","0","","",""
"3220000","3220000-114-2002-00005","20020806","","03","폐업","02","폐업","20070331","","","","5290222","300.00","135962","서울특별시 강남구 개포동 1197-3 지상3층 ","","","(주)고객사랑마트","2006-12-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","","","기타식품판매업","","","","","","","0","0","0","0","자가","","","N","0","","",""
"3220000","3220000-114-1990-00135","19900927","","03","폐업","02","폐업","19991001","","","","02","","135998","서울특별시 강남구 대치동 937 ","","","그랜드백화점","2001-09-26 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","204669.543366778    ","443873.621189048    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1994-00001","19940804","","03","폐업","02","폐업","20031231","","","","02 5462033","","135903","서울특별시 강남구 압구정동 455 ","","","현대하이퍼렛동호스토아","2003-01-24 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","202454.970010312    ","447748.161018109    ","기타식품판매업","","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2000-01425","20000418","","03","폐업","02","폐업","20030304","","","","02 5737311","3.60","135802","서울특별시 강남구 개포동 167-7 개포B/D 지하 ","","","(주)창대유통","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205329.57           ","442266.665          ","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2000-01779","20001017","","03","폐업","02","폐업","20190614","","","","02 5146911","480.85","135508","서울특별시 강남구 삼성동 20-5 (1층) ","서울특별시 강남구 삼성로119길 8 (삼성동,(1층))","06091","(주)킹마트","2019-06-14 10:50:40","U","2019-06-16 02:40:00.0","기타식품판매업","204406.674791479    ","446003.073066593    ","기타식품판매업","0","0","기타","기타","","","","","","","","","","N","0","","",""
"3220000","3220000-114-2001-02130","20010529","","03","폐업","02","폐업","20190821","","","","02 5633385","486.00","135501","서울특별시 강남구 대치동 990 지하3호 ","서울특별시 강남구 도곡로 516 (대치동,지하3호)","06282","(주)대치마트","2019-08-21 13:07:46","U","2019-08-23 02:40:00.0","기타식품판매업","205509.966459072    ","444112.266997421    ","기타식품판매업","","","기타","자율","","","","","","","","","","N","0","","",""
"3220000","3220000-114-1996-01004","19960621","","03","폐업","02","폐업","20000327","","","","02 5769000","","135808","서울특별시 강남구 개포동 656 ","","","(주)엘지유통개포점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","204721.445761221    ","441815.822474066    ","기타식품판매업","","","","","","","9","0","0","0","","","","N","0","","",""
"3220000","3220000-114-1996-01006","19960624","","03","폐업","02","폐업","19980723","","","","02 5640653","","135842","서울특별시 강남구 대치동 984-6 ","","","(주)해태유통프리미어점","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205824.363802024    ","444349.416707855    ","기타식품판매업","","","","","","","6","0","0","0","","","","N","0","","",""
"3220000","3220000-114-1996-01007","19960624","","03","폐업","02","폐업","20000115","","","","02 5666898","","135838","서울특별시 강남구 대치동 626 지하1층 ","","","(주)해태유통강남영업소","2001-09-27 00:00:00","I","2018-08-31 23:59:59.0","기타식품판매업","205154.638096613    ","443439.981644506    ","기타식품판매업","","","","","","","6","0","0","0","","","","N","0","","",""
"3220000","3220000-114-2018-00002","20180612","","03","폐업","02","폐업","20200310","","","","6002 5500","2,507.86","135731","서울특별시 강남구 삼성동 159 코엑스 ","서울특별시 강남구 영동대로 513, 코엑스 B1,B2층 H106,H201호 (삼성동)","06164","삐에로쑈핑","2020-03-10 12:34:19","U","2020-03-12 02:40:00.0","기타식품판매업","205130.591678902    ","445590.096837802    ","기타식품판매업","","","","","","","","","","","자가","","","N","2507.86","","",""
